,Batsman,Mode of Dismissal,Runs Scored,Balls Faced,Fours,Sixes,Strike Rate,Innings,Location,Date,Batting Position,Format,Year,Match,Series
2622,Kemar Roach,not out,4,6,0,0,66.67,1,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",10,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2623,Parthiv Patel,c & b D Sammy,26,32,3,0,81.25,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",1,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2624,Manoj Tiwary,c C Baugh b D Sammy,2,17,0,0,11.76,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",2,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2625,Virat Kohli,st C Baugh b A Martin,22,33,1,0,66.67,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",3,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2626,S Badrinath,c C Baugh b A Russell,12,27,1,0,44.44,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",4,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2627,Rohit Sharma,c DM Bravo b A Martin,39,47,0,1,82.98,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",5,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2628,Suresh Raina,c K Pollard b A Martin,10,19,0,0,52.63,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",6,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2629,Yusuf Pathan,c K Roach b L Simmons,1,2,0,0,50.00,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",7,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2630,Ravichandran Ashwin,c M Samuels b A Russell,15,27,0,0,55.56,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",8,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2631,Praveen Kumar,c D Sammy b A Russell,6,13,0,0,46.15,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",9,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2632,Amit Mishra,not out,5,14,0,0,35.71,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",10,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2633,Ishant Sharma,st C Baugh b A Martin,0,3,0,0,0.00,2,"Sir Vivian Richards Stadium, North Sound, Antigua","Jun 13, 09:00 AM LOCAL",11,ODI,2011,"West Indies vs India, 4th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2634,Shikhar Dhawan,c R Sarwan b K Roach,11,26,1,0,42.31,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",1,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2635,Parthiv Patel,c A Martin b A Russell,6,11,0,0,54.55,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",2,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2636,Virat Kohli,run out (R Sarwan/C Baugh),94,104,10,0,90.38,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",3,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2637,Manoj Tiwary,c C Baugh b K Pollard,22,22,1,1,100.00,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",4,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2638,Rohit Sharma,b A Martin,57,72,2,1,79.17,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",5,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2639,Suresh Raina,c A Barath b K Pollard,0,4,0,0,0.00,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",6,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2640,Yusuf Pathan,c C Baugh b A Russell,30,29,2,1,103.45,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",7,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2641,Ravichandran Ashwin,not out,8,7,1,0,114.29,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",8,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2642,Amit Mishra,b A Russell,0,1,0,0,0.00,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",9,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2643,Vinay Kumar,c C Baugh b K Roach,2,8,0,0,25.00,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",10,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2644,Ishant Sharma,b A Russell,0,2,0,0,0.00,1,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",11,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2645,Lendl Simmons,c A Mishra b V Kumar,6,16,0,0,37.50,2,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",1,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2646,Adrian Barath,lbw b A Mishra,17,46,1,0,36.96,2,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",2,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2647,Ramnaresh Sarwan,retd hurt,75,94,5,1,79.79,2,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",3,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2648,Darren Bravo,st P Patel b A Mishra,86,99,3,6,86.87,2,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",4,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2649,Marlon Samuels,not out,28,25,3,0,112.00,2,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",5,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2650,Kieron Pollard,not out,24,13,3,1,184.62,2,"Sabina Park, Kingston, Jamaica","Jun 16, 09:00 AM LOCAL",6,ODI,2011,"West Indies vs India, 5th ODI - Live Cricket Score, Commentary","India in West Indies, 2011"
2651,Abhinav Mukund,b R Rampaul,11,41,1,0,26.83,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",1,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2652,Murali Vijay,c D Bishoo b R Rampaul,8,12,1,0,66.67,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",2,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2653,Rahul Dravid,c D Sammy b D Bishoo,40,67,7,0,59.70,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",3,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2654,VVS Laxman,c D Sammy b D Bishoo,12,31,2,0,38.71,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",4,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2655,Virat Kohli,c C Baugh b F Edwards,4,10,1,0,40.00,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",5,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2656,Suresh Raina,c D Bishoo b R Rampaul,82,115,15,0,71.30,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",6,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2657,MS Dhoni,c L Simmons b D Bishoo,0,2,0,0,0.00,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",7,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2658,Harbhajan Singh,c D Bishoo b F Edwards,70,74,10,1,94.59,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",8,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2659,Praveen Kumar,lbw b F Edwards,4,7,1,0,57.14,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",9,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2660,Amit Mishra,c R Sarwan b F Edwards,6,13,0,0,46.15,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",10,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2661,Ishant Sharma,not out,0,2,0,0,0.00,1,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",11,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2662,Adrian Barath,c M Dhoni b P Kumar,64,122,9,1,52.46,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",1,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2663,Lendl Simmons,c M Vijay b I Sharma,3,23,0,0,13.04,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",2,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2664,Ramnaresh Sarwan,lbw b I Sharma,3,30,0,0,10.00,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",3,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2665,Darren Bravo,c M Dhoni b P Kumar,18,56,2,0,32.14,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",4,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2666,Shivnarine Chanderpaul,c A Mukund b H Singh,23,74,2,0,31.08,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",5,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2667,Brendan Nash,c S Raina b P Kumar,1,11,0,0,9.09,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",6,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2668,Carlton Baugh,c M Vijay b H Singh,27,35,2,1,77.14,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",7,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2669,Daren Sammy,b I Sharma,1,11,0,0,9.09,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",8,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2670,Ravi Rampaul,not out,14,19,2,0,73.68,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",9,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2671,Fidel Edwards,c M Dhoni b A Mishra,7,28,1,0,25.00,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",10,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2672,Devendra Bishoo,c S Raina b A Mishra,4,2,1,0,200.00,2,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",11,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2673,Abhinav Mukund,c C Baugh b D Bishoo,25,75,3,0,33.33,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",1,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2674,Murali Vijay,lbw b R Rampaul,0,2,0,0,0.00,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",2,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2675,Rahul Dravid,c R Sarwan b D Bishoo,112,274,10,1,40.88,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",3,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2676,VVS Laxman,c & b D Sammy,0,5,0,0,0.00,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",4,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2677,Virat Kohli,c C Baugh b F Edwards,15,54,2,0,27.78,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",5,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2678,Suresh Raina,c D Sammy b D Bishoo,27,53,3,0,50.94,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",6,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2679,MS Dhoni,c F Edwards b D Bishoo,16,16,1,1,100.00,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",7,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2680,Harbhajan Singh,lbw b D Sammy,5,31,0,0,16.13,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",8,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2681,Praveen Kumar,b D Sammy,0,2,0,0,0.00,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",9,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2682,Amit Mishra,c DM Bravo b D Sammy,28,60,4,0,46.67,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",10,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2683,Ishant Sharma,not out,5,6,1,0,83.33,3,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",11,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2684,Adrian Barath,c S Raina b P Kumar,38,36,4,2,105.56,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",1,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2685,Lendl Simmons,b I Sharma,27,41,3,1,65.85,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",2,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2686,Ramnaresh Sarwan,c V Kohli b I Sharma,0,2,0,0,0.00,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",3,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2687,Darren Bravo,b P Kumar,41,89,7,0,46.07,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",4,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2688,Shivnarine Chanderpaul,c S Raina b P Kumar,30,73,4,0,41.10,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",5,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2689,Brendan Nash,lbw b A Mishra,9,36,0,0,25.00,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",6,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2690,Carlton Baugh,c V Kohli b H Singh,0,4,0,0,0.00,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",7,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2691,Daren Sammy,c V Laxman b A Mishra,25,11,1,3,227.27,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",8,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2692,Ravi Rampaul,c M Dhoni b I Sharma,34,32,6,1,106.25,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",9,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2693,Fidel Edwards,not out,15,54,1,0,27.78,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",10,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2694,Devendra Bishoo,b S Raina,26,33,2,1,78.79,4,"Sabina Park, Kingston, Jamaica","Jun 20-Jun 24, 10:00 AM LOCAL",11,Test,2011,"West Indies vs India, 1st Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2695,Abhinav Mukund,c M Samuels b R Rampaul,1,9,0,0,11.11,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",1,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2696,Murali Vijay,c C Baugh b R Rampaul,11,75,0,0,14.67,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",2,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2697,Rahul Dravid,c C Baugh b D Sammy,5,21,0,0,23.81,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",3,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2698,VVS Laxman,c A Barath b D Bishoo,85,146,12,0,58.22,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",4,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2699,Virat Kohli,c D Sammy b R Rampaul,0,2,0,0,0.00,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",5,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2700,Suresh Raina,c A Barath b D Bishoo,53,105,7,0,50.48,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",6,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2701,MS Dhoni,c S Chanderpaul b F Edwards,2,13,0,0,15.38,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",7,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2702,Harbhajan Singh,c A Barath b F Edwards,5,13,0,0,38.46,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",8,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2703,Praveen Kumar,st C Baugh b D Bishoo,12,18,2,0,66.67,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",9,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2704,Abhimanyu Mithun,b F Edwards,0,6,0,0,0.00,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",10,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2705,Ishant Sharma,not out,1,6,0,0,16.67,1,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",11,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2706,Adrian Barath,c V Kohli b I Sharma,3,17,0,0,17.65,2,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",1,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2707,Lendl Simmons,c M Dhoni b P Kumar,2,10,0,0,20.00,2,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",2,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2708,Ramnaresh Sarwan,lbw b I Sharma,18,43,2,0,41.86,2,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",3,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2709,Darren Bravo,c M Dhoni b A Mithun,9,21,0,0,42.86,2,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",4,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
2710,Devendra Bishoo,c V Kohli b I Sharma,13,18,1,0,72.22,2,"Kensington Oval, Bridgetown, Barbados","Jun 28-Jul 02, 10:00 AM LOCAL",5,Test,2011,"West Indies vs India, 2nd Test - Live Cricket Score, Commentary","India in West Indies, 2011"
